,IMDBid,movieId,movieTitle,releaseDate,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western
413,tt0113198,1219,"Goofy Movie, A (1995)",01-Jan-95,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
414,tt0113199,1408,Gordy (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,tt0113211,1282,"Grass Harp, The (1995)",11-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,tt0113228,1028,Grumpier Old Men (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
417,tt0113234,1470,Gumby: The Movie (1995),01-Jan-95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,tt0113243,1139,Hackers (1995),01-Jan-95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
419,tt0113253,834,Halloween: The Curse of Michael Myers (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
420,tt0113270,115,"Haunted World of Edward D. Wood Jr., The (1995)",26-Apr-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
421,tt0113277,273,Heat (1995),01-Jan-95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
422,tt0113280,594,Heavy (1995),05-Jun-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
423,tt0113303,1471,Hideaway (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
424,tt0113305,1220,Higher Learning (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
425,tt0113314,1380,Hollow Reed (1996),02-May-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
426,tt0113319,1320,Homage (1995),03-May-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
427,tt0113321,716,Home for the Holidays (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
428,tt0113326,24,Rumble in the Bronx (1995),23-Feb-96,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
429,tt0113347,949,How to Make an American Quilt (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
430,tt0113360,1552,"Hunted, The (1995)",01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,tt0113362,113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",19-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
432,tt0113419,951,"Indian in the Cupboard, The (1995)",01-Jan-95,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,tt0113425,1390,"Innocent Sleep, The (1995)",27-Jun-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
434,tt0113442,1544,It Takes Two (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,tt0113443,1086,It's My Party (1995),22-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
436,tt0113448,1289,Jack and Sarah (1995),22-Mar-96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
437,tt0113451,1207,Jade (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,tt0113463,1530,Jefferson in Paris (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,tt0113464,372,Jeffrey (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,tt0113481,771,Johnny Mnemonic (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
441,tt0113490,1317,"Journey of August King, The (1995)",22-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
442,tt0113492,373,Judge Dredd (1995),01-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,tt0113500,1029,Jury Duty (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,tt0113501,1042,Just Cause (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
445,tt0113537,695,Kicking and Screaming (1995),01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
446,tt0113538,560,"Kid in King Arthur's Court, A (1995)",01-Jan-95,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
447,tt0113540,772,Kids (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
448,tt0113542,1505,Killer: A Journal of Murder (1995),06-Sep-96,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
449,tt0113552,1208,Kiss of Death (1995),01-Jan-95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
450,tt0113568,1240,Ghost in the Shell (Kokaku kidotai) (1995),12-Apr-96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,tt0113612,1465,Last Summer in the Hamptons (1995),01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
452,tt0113627,276,Leaving Las Vegas (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
453,tt0113670,1063,"Little Princess, A (1995)",01-Jan-95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
454,tt0113674,1093,Live Nude Girls (1995),01-Mar-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
455,tt0113677,1070,Living in Oblivion (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,tt0113682,839,Loch Ness (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
457,tt0113690,551,Lord of Illusions (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
458,tt0113691,1518,Losing Isaiah (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,tt0113695,1343,Lotto Land (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,tt0113720,1619,All Things Fair (1996),08-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,tt0113729,36,Mad Love (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
462,tt0113731,1459,Madame Butterfly (1995),20-Sep-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463,tt0113749,721,Mallrats (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
464,tt0113755,1179,Man of the House (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
465,tt0113756,766,Man of the Year (1995),01-Mar-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
466,tt0113774,1466,Margaret's Museum (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
467,tt0113808,700,Miami Rhapsody (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,tt0113819,13,Mighty Aphrodite (1995),30-Oct-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
469,tt0113820,374,Mighty Morphin Power Rangers: The Movie (1995),01-Jan-95,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,tt0113827,1673,Mirage (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471,tt0113839,1493,"Modern Affair, A (1995)",06-Sep-96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
472,tt0113845,540,Money Train (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,tt0113851,1441,Moonlight and Valentino (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
474,tt0113855,541,Mortal Kombat (1995),01-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,tt0113862,15,Mr. Holland's Opus (1995),29-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476,tt0113870,939,Murder in the First (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
477,tt0113936,1305,National Lampoon's Senior Trip (1995) ???,01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,tt0113947,1506,Nelly & Monsieur Arnaud (1995),12-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
479,tt0113952,1319,"Neon Bible, The (1995)",01-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
480,tt0113957,38,"Net, The (1995)",01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
481,tt0113967,1519,New Jersey Drive (1995),01-Jan-95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
482,tt0113972,761,Nick of Time (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
483,tt0113973,1629,Nico Icon (1995),01-Jan-95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
484,tt0113986,722,Nine Months (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,tt0113987,458,Nixon (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,tt0114007,1663,Nothing Personal (1995),30-Apr-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
487,tt0114011,1053,Now and Then (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
488,tt0114039,279,Once Upon a Time... When We Were Colored (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
489,tt0114047,1321,Open Season (1996),10-May-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
490,tt0114048,110,Operation Dumbo Drop (1995),01-Jan-95,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
491,tt0114057,713,Othello (1995),18-Dec-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492,tt0114069,54,Outbreak (1995),01-Jan-95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
493,tt0114093,857,Paris Was a Woman (1995),08-Nov-96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,tt0114095,1071,Party Girl (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,tt0114113,786,"Perez Family, The (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
496,tt0114122,1574,Pharaoh's Army (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497,tt0114131,1259,Pie in the Sky (1995) ? 96,09-Feb-96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
498,tt0114134,253,"Pillow Book, The (1995)",13-Jun-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
499,tt0114148,542,Pocahontas (1995),01-Jan-95,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
500,tt0114151,1229,Poison Ivy II (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
501,tt0114168,365,Powder (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
502,tt0114170,830,Power 98 (1995),17-May-96,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
503,tt0114194,774,"Prophecy, The (1995)",01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
504,tt0114210,1072,"Pyromaniac's Love Story, A (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
505,tt0114214,562,"Quick and the Dead, The (1995)",01-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
506,tt0114241,1479,Reckless (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
507,tt0114266,1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",28-Jun-96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
508,tt0114272,277,Restoration (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,tt0114279,10,Richard III (1995),22-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
510,tt0114287,549,Rob Roy (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
511,tt0114296,787,Roommates (1995),01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
512,tt0114303,1662,Rough Magic (1995),30-May-97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
513,tt0114307,1261,"Run of the Country, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
514,tt0114319,274,Sabrina (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
515,tt0114323,1131,Safe (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
516,tt0114345,1442,"Scarlet Letter, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
517,tt0114367,760,Screamers (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
518,tt0114369,11,Seven (Se7en) (1995),01-Jan-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
519,tt0114388,275,Sense and Sensibility (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
520,tt0114435,1547,"Show, The (1995)",01-Jan-95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
521,tt0114436,375,Showgirls (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
522,tt0114472,1460,Sleepover (1995),25-Oct-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
523,tt0114474,1660,Small Faces (1995) ? 96,09-Aug-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
524,tt0114478,461,Smoke (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
525,tt0114496,775,Something to Talk About (1995),01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
526,tt0114508,552,Species (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
527,tt0114534,1464,"Stars Fell on Henrietta, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528,tt0114536,1435,"Steal Big, Steal Little (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,tt0114550,1396,Stonewall (1995),26-Jul-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,tt0114558,39,Strange Days (1995),01-Jan-95,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
531,tt0114571,997,Stuart Saves His Family (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
532,tt0114576,363,Sudden Death (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,tt0114592,1677,Sweet Nothing (1995),20-Sep-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,tt0114608,379,Tales From the Crypt Presents: Demon Knight (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
535,tt0114609,564,Tales from the Hood (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
536,tt0114614,1110,Tank Girl (1995),01-Jan-95,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
537,tt0114618,1657,Target (1995),28-Feb-96,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
538,tt0114658,104,Theodore Rex (1995),29-Mar-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,tt0114660,544,Things to Do in Denver when You're Dead (1995),02-Feb-96,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
540,tt0114663,776,Three Wishes (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
541,tt0114666,1253,"Tie That Binds, The (1995)",01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
542,tt0114671,1632,Land and Freedom (Tierra y libertad) (1995),29-Mar-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
543,tt0114681,715,To Die For (1995),01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
544,tt0114682,40,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
545,tt0114690,1613,Tokyo Fist (1995),11-Feb-98,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
546,tt0114694,790,Tommy Boy (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,tt0114702,1260,Total Eclipse (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
548,tt0114709,1,Toy Story (1995),01-Jan-95,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
549,tt0114746,7,Twelve Monkeys (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
550,tt0114753,920,Two Bits (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
551,tt0114781,1228,Under Siege 2: Dark Territory (1995),01-Jan-95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,tt0114787,1529,Underground (1995),29-Mar-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
553,tt0114788,1553,"Underneath, The (1995)",01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
554,tt0114798,953,Unstrung Heroes (1995),01-Jan-95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
555,tt0114805,954,Unzipped (1995),01-Jan-95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
556,tt0114808,1068,"Star Maker, The (Uomo delle stelle, L') (1995)",01-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
557,tt0114814,12,"Usual Suspects, The (1995)",14-Aug-95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
558,tt0114825,545,Vampire in Brooklyn (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
559,tt0114852,565,Village of the Damned (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
560,tt0114857,1210,Virtuosity (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
561,tt0114885,1311,Waiting to Exhale (1995),15-Jan-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
562,tt0114887,553,"Walk in the Clouds, A (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
563,tt0114888,1423,"Walking Dead, The (1995)",01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
564,tt0114898,554,Waterworld (1995),01-Jan-95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,tt0114906,93,Welcome to the Dollhouse (1995),24-May-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
566,tt0114916,1406,When Night Is Falling (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
567,tt0114924,66,While You Were Sleeping (1995),01-Jan-95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
568,tt0114928,555,White Man's Burden (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
569,tt0114936,1627,"Wife, The (1995)",26-Jul-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
570,tt0114938,556,Wild Bill (1995),01-Jan-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
571,tt0114952,1515,Wings of Courage (1995),01-Jan-95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
572,tt0115012,6,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),01-Jan-95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
573,tt0115033,547,"Young Poisoner's Handbook, The (1995)",23-Feb-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
574,tt0115433,225,101 Dalmatians (1996),27-Nov-96,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
575,tt0115438,1011,2 Days in the Valley (1996),27-Sep-96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
576,tt0115472,1060,"Adventures of Pinocchio, The (1996)",26-Jul-96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,tt0115493,828,Alaska (1996),21-Aug-96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,tt0115495,1083,Albino Alligator (1996),17-Jan-97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
579,tt0115509,103,All Dogs Go to Heaven 2 (1996),29-Mar-96,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
580,tt0115530,1335,American Buffalo (1996),13-Sep-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
581,tt0115531,1362,American Strays (1996),13-Sep-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,tt0115571,825,"Arrival, The (1996)",31-May-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
583,tt0115580,1051,"Associate, The (1996)",19-Oct-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584,tt0115591,1325,August (1996),12-Apr-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
585,tt0115600,1639,Bitter Sugar (Azucar Amargo) (1996),22-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
586,tt0115610,706,Bad Moon (1996),01-Nov-96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
587,tt0115624,1215,Barb Wire (1996),03-May-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
588,tt0115632,1010,Basquiat (1996),16-Aug-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
589,tt0115633,454,Bastard Out of Carolina (1996),15-Dec-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
590,tt0115639,762,Beautiful Girls (1996),09-Feb-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
591,tt0115640,1137,Beautiful Thing (1996),09-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
592,tt0115641,240,Beavis and Butt-head Do America (1996),20-Dec-96,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
593,tt0115644,278,Bed of Roses (1996),01-Jan-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
594,tt0115645,1284,Before and After (1996),23-Feb-96,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
595,tt0115676,1165,Big Bully (1996),01-Jan-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
596,tt0115678,137,Big Night (1996),20-Sep-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
597,tt0115680,598,"Big Squeeze, The (1996)",06-Sep-96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
598,tt0115683,368,Bio-Dome (1996),01-Jan-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
599,tt0115684,1364,Bird of Prey (1996),04-Oct-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,tt0115685,25,"Birdcage, The (1996)",08-Mar-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
601,tt0115697,369,Black Sheep (1996),02-Feb-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
602,tt0115710,985,Blood & Wine (1997),15-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
603,tt0115715,852,"Bloody Child, The (1996)",26-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
604,tt0115725,832,Bogus (1996),06-Sep-96,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
605,tt0115734,1067,Bottle Rocket (1996),21-Feb-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
606,tt0115736,129,Bound (1996),04-Oct-96,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
607,tt0115742,1326,Boys (1996),10-May-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
608,tt0115744,936,Brassed Off (1996),13-Jun-97,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
609,tt0115751,221,Breaking the Waves (1996),15-Nov-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
610,tt0115759,546,Broken Arrow (1996),09-Feb-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
611,tt0115760,1255,Broken English (1996),02-May-97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
612,tt0115783,833,Bulletproof (1996),06-Sep-96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,tt0115798,122,"Cable Guy, The (1996)",14-Jun-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
614,tt0115836,1496,Carpool (1996),23-Aug-96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
615,tt0115837,1085,Carried Away (1996),29-Mar-96,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
616,tt0115847,1174,Caught (1996),27-Sep-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
617,tt0115851,1291,Celtic Pride (1996),19-Apr-96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
618,tt0115856,256,When the Cats Away (Chacun cherche son chat) (1996),20-Jun-97,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
619,tt0115857,930,Chain Reaction (1996),31-Jul-96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
620,tt0115862,620,"Chamber, The (1996)",11-Oct-96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
