,movieId,movieTitle,releaseDate,Genre
768,320,Paradise Lost: The Child Murders at Robin Hood Hills (1996),06-Dec-96,['Documentary']
769,508,"People vs. Larry Flynt, The (1996)",27-Dec-96,['Drama']
770,850,"Perfect Candidate, A (1996)",27-Sep-96,['Documentary']
771,826,"Phantom, The (1996)",07-Jun-96,['Adventure']
772,1162,Phat Beach (1996),02-Aug-96,['Comedy']
773,125,Phenomenon (1996),29-Jun-96,"['Drama', 'Romance']"
774,1312,"Pompatus of Love, The (1996)",26-Jul-96,"['Comedy', 'Drama']"
775,536,Ponette (1996),23-May-97,['Drama']
776,1163,"Portrait of a Lady, The (1996)",27-Dec-96,['Drama']
777,934,"Preacher's Wife, The (1996)",13-Dec-96,['Drama']
778,591,Primal Fear (1996),30-Mar-96,"['Drama', 'Thriller']"
779,296,"Promesse, La (1996)",16-May-97,['Drama']
780,1034,"Quest, The (1996)",26-Apr-96,"['Action', 'Adventure']"
781,1144,"Quiet Room, The (1996)",02-May-97,['Drama']
782,1517,Race the Sun (1996),01-Jan-96,['Drama']
783,742,Ransom (1996),08-Nov-96,"['Drama', 'Thriller']"
784,983,"Rich Man's Wife, The (1996)",13-Sep-96,['Thriller']
785,224,Ridicule (1996),27-Nov-96,['Drama']
786,1666,Ripe (1996),02-May-97,['Drama']
787,117,"Rock, The (1996)",07-Jun-96,"['Action', 'Adventure', 'Thriller']"
788,1500,Santa with Muscles (1996),08-Nov-96,['Comedy']
789,1589,Schizopolis (1996),23-May-97,['Comedy']
790,288,Scream (1996),20-Dec-96,"['Horror', 'Thriller']"
791,1205,"Secret Agent, The (1996)",08-Nov-96,['Drama']
792,285,Secrets & Lies (1996),04-Oct-96,['Drama']
793,1277,Set It Off (1996),25-Sep-96,"['Action', 'Crime']"
794,105,Sgt. Bilko (1996),29-Mar-96,['Comedy']
795,251,Shall We Dance? (1996),11-Jul-97,['Comedy']
796,1048,She's the One (1996),23-Aug-96,"['Comedy', 'Romance']"
797,531,Shine (1996),22-Nov-96,"['Drama', 'Romance']"
798,628,Sleepers (1996),18-Oct-96,"['Crime', 'Drama']"
799,223,Sling Blade (1996),22-Nov-96,"['Drama', 'Thriller']"
800,976,Solo (1996),23-Aug-96,"['Action', 'SciFi', 'Thriller']"
801,1642,Some Mother's Son (1996),27-Dec-96,['Drama']
802,820,Space Jam (1996),15-Nov-96,"['Adventure', 'Animation', 'Childrens', 'Comedy', 'Fantasy']"
803,126,"Spitfire Grill, The (1996)",06-Sep-96,['Drama']
804,407,Spy Hard (1996),24-May-96,['Comedy']
805,222,Star Trek: First Contact (1996),22-Nov-96,"['Action', 'Adventure', 'SciFi']"
806,1009,Stealing Beauty (1996),14-Jun-96,['Drama']
807,120,Striptease (1996),28-Jun-96,"['Comedy', 'Crime']"
808,1001,"Stupids, The (1996)",30-Aug-96,['Comedy']
809,711,"Substance of Fire, The (1996)",06-Dec-96,['Drama']
810,1658,"Substance of Fire, The (1996)",06-Dec-96,['Drama']
811,977,"Substitute, The (1996)",19-Apr-96,['Action']
812,1644,Sudden Manhattan (1996),13-Jun-97,['Comedy']
813,1675,"Sunchaser, The (1996)",25-Oct-96,['Drama']
814,1276,Sunset Park (1996),26-Apr-96,['Drama']
815,1117,Surviving Picasso (1996),20-Sep-96,['Drama']
816,150,Swingers (1996),18-Oct-96,"['Comedy', 'Drama']"
817,413,Bordello of Blood (1996),19-Jul-96,['Horror']
818,845,That Thing You Do! (1996),28-Sep-96,['Comedy']
819,1094,"Thin Line Between Love and Hate, A (1996)",03-Apr-96,['Comedy']
820,406,Thinner (1996),25-Oct-96,"['Horror', 'Thriller']"
821,282,"Time to Kill, A (1996)",13-Jul-96,['Drama']
822,284,Tin Cup (1996),16-Aug-96,"['Comedy', 'Romance']"
823,846,To Gillian on Her 37th Birthday (1996),18-Oct-96,"['Drama', 'Romance']"
824,475,Trainspotting (1996),19-Jul-96,['Drama']
825,1017,Trees Lounge (1996),,['Drama']
826,979,"Trigger Effect, The (1996)",30-Aug-96,"['Drama', 'Thriller']"
827,1507,Three Lives and Only One Death (1996),11-Oct-96,['Comedy']
828,111,"Truth About Cats & Dogs, The (1996)",26-Apr-96,"['Comedy', 'Romance']"
829,1237,Twisted (1996),01-Jan-96,"['Comedy', 'Drama']"
830,118,Twister (1996),10-May-96,"['Action', 'Adventure', 'Thriller']"
831,1338,Two Deaths (1995),09-Aug-96,['Drama']
832,1102,Two Much (1996),01-Jan-96,"['Comedy', 'Romance']"
833,1040,Two if by Sea (1996),01-Jan-96,"['Comedy', 'Romance']"
834,925,Unforgettable (1996) ?,23-Feb-96,"['SciFi', 'Thriller']"
835,146,Unhook the Stars (1996),30-Oct-96,['Drama']
836,280,Up Close and Personal (1996),01-Mar-96,"['Drama', 'Romance']"
837,1241,"Van, The (1996)",27-Jun-97,"['Comedy', 'Drama']"
838,412,"Very Brady Sequel, A (1996)",23-Aug-96,['Comedy']
839,1462,"Thieves (Voleurs, Les) (1996)",25-Dec-96,"['Crime', 'Drama', 'Romance']"
840,1007,Waiting for Guffman (1996),31-Jan-97,['Comedy']
841,1262,Walking and Talking (1996),12-Jul-96,['Romance']
842,1676,"War at Home, The (1996)",01-Jan-96,['Drama']
843,1668,Wedding Bell Blues (1996),13-Jun-97,['Comedy']
844,1142,When We Were Kings (1996),14-Feb-97,['Documentary']
845,924,White Squall (1996),01-Jan-96,"['Adventure', 'Drama']"
846,867,"Whole Wide World, The (1996)",25-Dec-96,['Drama']
847,1238,Full Speed (1996),01-Jan-96,['Drama']
848,1143,Hard Eight (1996),28-Feb-97,"['Crime', 'Thriller']"
849,1226,Night Falls on Manhattan (1997) ? 1996,16-May-97,"['Crime', 'Drama']"
850,1236,"Other Voices, Other Rooms (1997)",01-Jan-97,['Drama']
851,1015,Shiloh (1997),23-May-97,"['Childrens', 'Drama']"
852,1428,SubUrbia (1997),07-Feb-97,['Comedy']
853,987,Underworld (1997),09-May-97,['Thriller']
854,1372,"Stranger, The (1994)",01-Jan-94,['Action']
855,329,Desperate Measures (1998),30-Jan-98,"['Crime', 'Drama', 'Thriller']"
856,1438,Panther (1995) ?? 2 same year,01-Jan-95,['Drama']
857,1398,Anna (1996),13-Nov-96,['Drama']
858,28,Apollo 13 (1995),01-Jan-95,"['Action', 'Drama', 'Thriller']"
859,990,Anna Karenina (1997),04-Apr-97,"['Drama', 'Romance']"
